timestamp,packetLength,info,networkInterface.sourceMAC, networkInterface.destinationMAC,internet.sourceIP,internet.destinationIP,internet.protocol,TCP.sourcePort,TCP.destinationPort,TCP.flags,TCP.calculatedWindowSize,UDP.sourcePort,UDP.destinationPort,MQTT.flags,MQTT.message,MQTT.topic,MQTT.messageLength,MQTT.frameCounter
1517688363274652,66,1883  >  52588 [ACK] Seq=1 Ack=306 Win=227 Len=0 TSval=920354 TSecr=1133646,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688363969530,42,Who has 192.168.1.4? Tell 192.168.1.5,08:00:27:53:41:85,08:00:27:0e:06:81,PcsCompu_53:41:85,PcsCompu_0e:06:81,ARP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1517688363969801,60,192.168.1.4 is at 08:00:27:0e:06:81,08:00:27:0e:06:81,08:00:27:53:41:85,PcsCompu_0e:06:81,PcsCompu_53:41:85,ARP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1517688364582000,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,20.912529858,fakeSensor3/sound,31,1
1517688364582036,66,1883  >  59662 [ACK] Seq=1 Ack=439 Win=227 Len=0 TSval=920681 TSecr=803443,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688364599836,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,100.520869675,fakeSensor2/sound,32,1
1517688364599858,66,1883  >  52588 [ACK] Seq=1 Ack=340 Win=227 Len=0 TSval=920685 TSecr=1133977,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688365625883,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,118.047212138,fakeSensor3/sound,32,1
1517688365625903,66,1883  >  59662 [ACK] Seq=1 Ack=473 Win=227 Len=0 TSval=920942 TSecr=803704,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688366111181,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,83.0237190395,fakeSensor2/sound,32,1
1517688366111199,66,1883  >  52588 [ACK] Seq=1 Ack=374 Win=227 Len=0 TSval=921063 TSecr=1134355,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688366610445,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,108.06029309,fakeSensor3/sound,31,1
1517688366610472,66,1883  >  59662 [ACK] Seq=1 Ack=506 Win=227 Len=0 TSval=921188 TSecr=803950,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688367181241,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,56.1053372213,fakeSensor3/sound,32,1
1517688367181265,66,1883  >  59662 [ACK] Seq=1 Ack=540 Win=227 Len=0 TSval=921331 TSecr=804092,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688367442300,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,84.9626174917,fakeSensor2/sound,32,1
1517688367442335,66,1883  >  52588 [ACK] Seq=1 Ack=408 Win=227 Len=0 TSval=921396 TSecr=1134688,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688368603168,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,62.7534895691,fakeSensor3/sound,32,1
1517688368603202,66,1883  >  59662 [ACK] Seq=1 Ack=574 Win=227 Len=0 TSval=921686 TSecr=804448,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688369289427,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,95.1850275629,fakeSensor2/sound,32,1
1517688369289467,66,1883  >  52588 [ACK] Seq=1 Ack=442 Win=227 Len=0 TSval=921858 TSecr=1135150,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688369569046,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,65.1850702719,fakeSensor3/sound,32,1
1517688369569066,66,1883  >  59662 [ACK] Seq=1 Ack=608 Win=227 Len=0 TSval=921927 TSecr=804689,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688370894791,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,55.9050895664,fakeSensor2/sound,32,1
1517688370894820,66,1883  >  52588 [ACK] Seq=1 Ack=476 Win=227 Len=0 TSval=922259 TSecr=1135551,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688371287833,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,87.6459533508,fakeSensor3/sound,32,1
1517688371287863,66,1883  >  59662 [ACK] Seq=1 Ack=642 Win=227 Len=0 TSval=922357 TSecr=805119,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688371526041,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,65.9788935131,fakeSensor2/sound,32,1
1517688371526073,66,1883  >  52588 [ACK] Seq=1 Ack=510 Win=227 Len=0 TSval=922417 TSecr=1135709,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688372839163,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,31.5854177292,fakeSensor2/sound,32,1
1517688372839198,66,1883  >  52588 [ACK] Seq=1 Ack=544 Win=227 Len=0 TSval=922745 TSecr=1136037,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688372965729,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,72.564182268,fakeSensor3/sound,31,1
1517688372965749,66,1883  >  59662 [ACK] Seq=1 Ack=675 Win=227 Len=0 TSval=922777 TSecr=805539,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688373822122,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,31.8458845077,fakeSensor3/sound,32,1
1517688373822161,66,1883  >  59662 [ACK] Seq=1 Ack=709 Win=227 Len=0 TSval=922991 TSecr=805753,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688374544734,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,32.6711098178,fakeSensor2/sound,32,1
1517688374544765,66,1883  >  52588 [ACK] Seq=1 Ack=578 Win=227 Len=0 TSval=923171 TSecr=1136464,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688374817834,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,78.3927409159,fakeSensor3/sound,32,1
1517688374817864,66,1883  >  59662 [ACK] Seq=1 Ack=743 Win=227 Len=0 TSval=923240 TSecr=806002,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688375402590,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,22.5365527534,fakeSensor2/sound,32,1
1517688375402634,66,1883  >  52588 [ACK] Seq=1 Ack=612 Win=227 Len=0 TSval=923386 TSecr=1136678,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688376106271,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,62.4923094316,fakeSensor3/sound,32,1
1517688376106299,66,1883  >  59662 [ACK] Seq=1 Ack=777 Win=227 Len=0 TSval=923562 TSecr=806324,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688376875749,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,82.3803347484,fakeSensor2/sound,32,1
1517688376875772,66,1883  >  52588 [ACK] Seq=1 Ack=646 Win=227 Len=0 TSval=923754 TSecr=1137046,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688377460663,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,87.1138936784,fakeSensor3/sound,32,1
1517688377460693,66,1883  >  59662 [ACK] Seq=1 Ack=811 Win=227 Len=0 TSval=923900 TSecr=806662,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688378250744,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,25.8249425163,fakeSensor2/sound,32,1
1517688378250785,66,1883  >  52588 [ACK] Seq=1 Ack=680 Win=227 Len=0 TSval=924098 TSecr=1137390,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688378400050,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,56.0818896611,fakeSensor3/sound,32,1
1517688378400083,66,1883  >  59662 [ACK] Seq=1 Ack=845 Win=227 Len=0 TSval=924135 TSecr=806897,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688379568989,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,100.854132581,fakeSensor2/sound,32,1
1517688379569026,66,1883  >  52588 [ACK] Seq=1 Ack=714 Win=227 Len=0 TSval=924427 TSecr=1137720,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688380297741,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,114.326738442,fakeSensor3/sound,32,1
1517688380297770,66,1883  >  59662 [ACK] Seq=1 Ack=879 Win=227 Len=0 TSval=924610 TSecr=807371,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688381547165,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,92.7589029149,fakeSensor2/sound,32,1
1517688381547184,66,1883  >  52588 [ACK] Seq=1 Ack=748 Win=227 Len=0 TSval=924922 TSecr=1138214,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688381994629,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,57.9157025729,fakeSensor3/sound,32,1
1517688381994660,66,1883  >  59662 [ACK] Seq=1 Ack=913 Win=227 Len=0 TSval=925034 TSecr=807796,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688382606159,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,37.0824847755,fakeSensor3/sound,32,1
1517688382606198,66,1883  >  59662 [ACK] Seq=1 Ack=947 Win=227 Len=0 TSval=925187 TSecr=807949,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688382729795,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,35.3475408021,fakeSensor2/sound,32,1
1517688382729814,66,1883  >  52588 [ACK] Seq=1 Ack=782 Win=227 Len=0 TSval=925218 TSecr=1138510,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688383358111,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,110.425961954,fakeSensor2/sound,32,1
1517688383358135,66,1883  >  52588 [ACK] Seq=1 Ack=816 Win=227 Len=0 TSval=925375 TSecr=1138667,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688383803984,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,54.4429205224,fakeSensor3/sound,32,1
1517688383804015,66,1883  >  59662 [ACK] Seq=1 Ack=981 Win=227 Len=0 TSval=925486 TSecr=808248,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688384653931,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,22.6112896005,fakeSensor2/sound,32,1
1517688384653969,66,1883  >  52588 [ACK] Seq=1 Ack=850 Win=227 Len=0 TSval=925699 TSecr=1138991,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688385735485,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,112.53684029,fakeSensor3/sound,31,1
1517688385735521,66,1883  >  59662 [ACK] Seq=1 Ack=1014 Win=227 Len=0 TSval=925969 TSecr=808731,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517688385785184,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,49.1832675322,fakeSensor2/sound,32,1
